,price_log,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil,sqft_lot_log,sqft_above_log,garage,patio
18722,13.418757390458131,3,1.5,1.0,5,7,0,0,0,0,0,0,0,0,9.567735056839265,7.630461261783627,0,1
13771,13.423782660825202,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.082507000466299,7.649692623711514,1,1
9994,13.235692062711331,5,3.0,1.0,4,8,0,0,1,1,0,1,0,0,8.948975607841776,7.286191714702382,1,1
17271,13.601078947252086,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.948975607841776,7.649692623711514,1,1
25513,13.111298385547341,4,3.0,1.0,5,8,0,0,1,1,0,1,0,0,9.047821442478408,7.299797366758161,1,1
19194,13.676248490630767,3,2.5,2.0,3,8,0,0,0,0,0,0,0,0,10.305613759378778,7.908387159290043,1,1
25392,12.206072645530174,3,1.5,1.0,3,7,0,0,0,1,0,0,0,0,9.026778045746095,7.1308988302963465,1,0
1050,13.296316684527767,3,1.0,1.0,4,7,0,0,1,1,0,1,0,0,9.026778045746095,6.984716320118266,1,1
8887,13.517104522149518,4,2.5,1.0,3,7,0,0,1,1,0,1,0,0,9.026778045746095,7.352441100243583,0,0
25264,13.17115354157376,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0,9.026778045746095,7.371489295214277,1,0
8008,14.994165554305921,5,3.0,2.5,3,12,0,0,1,1,0,1,0,0,9.728955578017002,8.361708288575842,0,1
17930,13.959610901938031,4,1.5,1.0,4,7,0,0,1,1,0,1,0,0,9.492205559106399,7.106606137727303,0,1
15781,14.162640089059476,3,1.0,1.0,4,7,0,0,1,1,0,1,0,0,9.47654341275084,7.306531398939505,1,0
2335,14.316285845876763,3,1.5,1.0,5,7,0,0,1,1,0,0,0,0,9.126197603863755,6.633318433280377,0,1
20000,14.346138809026444,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0,8.639056779173078,7.154615356913663,1,1
7475,15.024769366719447,4,2.5,2.0,5,11,0,0,1,1,0,1,0,0,9.1248914101437,8.166216268592143,1,0
12604,13.287877815881902,6,5.0,2.0,3,7,0,0,0,0,0,0,0,0,9.40968291310444,7.940939762327791,1,0
137,13.534473028231162,6,5.0,2.0,3,6,0,0,0,1,0,1,0,0,9.45100945015621,7.875499292445208,1,1
26544,13.876135179780709,6,5.5,2.0,3,8,0,0,1,1,0,1,0,0,9.130214327496898,8.146129510025405,1,1
5198,13.827439128829548,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.890135107818843,7.933796874815411,1,1
24438,13.840203170554645,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.699514748210191,7.919356190660617,1,1
27210,13.840203170554645,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.896724917497897,7.933796874815411,1,1
21186,13.883169206438088,6,5.5,2.0,3,8,0,0,1,1,0,1,0,0,8.978660489639687,8.146129510025405,1,1
5004,13.664687668229691,4,2.5,2.0,3,8,0,1,0,1,0,1,0,0,8.979920411691197,8.07402621612406,1,1
3371,14.09692301740246,4,2.5,1.0,3,9,0,0,0,1,0,1,0,0,9.252345666121213,7.975908360165538,1,1
3802,13.944343429807242,3,3.5,1.5,3,9,0,0,0,1,0,1,0,0,9.20693457884135,8.048788283534199,1,1
11782,13.9108207377686,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.163248764442333,8.064636475774222,1,1
1736,13.62917495565825,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.73165920153676,8.07402621612406,1,1
20854,13.567049198665774,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,7.919356190660617,1,1
3178,13.9108207377686,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.867286523989415,8.019612794400267,1,1
20880,13.641157170819497,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.816260208734581,8.009695357742922,1,1
9889,13.629120736994366,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,7.969011781106478,1,1
17537,13.560592501550879,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,7.843848638152472,1,1
27668,13.51440681653079,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,7.7664168980196555,1,1
16421,13.737549016494562,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.261009786023827,7.843848638152472,1,1
26036,13.652991628466498,4,3.5,2.0,3,8,0,1,1,1,0,1,0,0,8.568836424568076,7.835974581721566,1,1
9692,13.710150042306449,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.708144074908246,7.7664168980196555,1,1
7462,13.560618308335483,3,2.5,1.0,5,7,0,0,1,0,0,1,0,0,9.738671869871839,7.396335293800808,1,1
26450,13.422467969854667,4,2.0,1.0,3,7,0,0,1,0,0,1,0,0,9.51044496442652,7.064759027791802,0,0
3867,13.487006490992238,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0,9.574080300037034,7.215239978730097,1,0
29777,13.415032991367148,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0,9.453286550586572,7.177782416195197,1,1
26686,13.42984807715229,3,3.0,1.0,3,7,0,0,1,0,0,1,0,0,9.517825071724143,7.3901814282264295,1,1
19916,13.38830124892511,3,2.0,1.0,4,7,0,0,0,0,0,0,0,0,9.51044496442652,7.222566018822171,1,0
394,13.42984807715229,3,2.0,1.0,5,7,0,0,1,0,0,0,0,0,9.615805480084347,6.813444599510896,1,1
26589,13.9108207377686,3,2.0,1.0,5,7,0,0,0,0,0,0,0,0,10.346344779861354,7.7142311448490855,0,1
17397,13.687677186454389,3,2.5,1.0,5,7,0,0,1,0,0,1,0,0,10.324826009800583,7.512071245835466,1,1
5650,13.36138027787483,3,2.0,1.0,3,7,0,0,1,0,0,1,0,0,9.635608107380527,7.003065458786462,1,1
14374,13.664687668229691,3,2.0,1.0,5,7,0,0,0,0,0,1,0,0,9.542158939916048,7.177782416195197,1,0
13577,13.37700559577791,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0,9.629050706834368,7.426549072397305,0,1
5953,13.664687668229691,4,3.0,1.0,5,7,0,0,1,0,0,1,0,0,9.568923494184217,7.038783541388542,1,0
28310,13.217673557208654,3,1.0,1.0,3,6,0,0,0,1,0,0,0,1,8.837826364007704,7.01211529430638,0,0
6605,13.664687668229691,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0,9.015784277513886,7.047517221357296,1,1
12972,13.664687668229691,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0,8.975630184290507,7.22983877815125,1,1
18048,14.126664986601197,4,2.5,1.0,3,7,0,0,1,1,0,1,0,0,9.050640993218508,7.306531398939505,1,1
28686,13.710094485207625,4,2.0,1.5,4,7,0,0,1,1,0,1,0,0,8.87024156729927,7.1308988302963465,0,0
18071,13.583578500616985,1,3.0,2.0,4,7,0,0,0,1,0,0,0,0,8.348537825386098,7.426549072397305,0,1
18789,14.038654109278484,4,2.0,1.5,5,7,0,0,1,1,0,1,0,0,8.760923376338836,7.222566018822171,0,1
24233,14.09884418963663,4,2.5,2.0,5,7,0,0,1,1,0,0,0,0,8.760923376338836,7.6638772587034705,0,0
12724,13.835313185260453,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0,8.596004371840527,6.802394763324311,1,1
26867,12.493519690365128,2,1.5,1.0,3,7,0,0,1,1,0,0,0,1,8.855092980028635,6.946975992135418,0,1
16604,13.71899965758343,3,2.0,1.5,3,7,0,0,1,1,0,1,0,0,8.866158492284917,7.24422751560335,0,1
26930,14.024960782146481,3,2.0,2.0,3,8,0,0,1,1,0,0,0,0,8.760923376338836,7.326465613840322,0,1
19698,13.932404309435773,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0,8.760923376338836,7.365180126021013,1,0
29318,13.554145793829866,2,1.0,1.0,2,7,0,0,1,1,0,0,0,1,8.760923376338836,6.975413927455952,0,1
8289,13.487006490992238,2,1.0,1.5,3,7,0,0,1,1,0,0,0,0,8.760923376338836,6.917705609835305,0,1
15417,13.919870573288517,4,3.5,2.0,3,7,0,0,1,1,0,1,0,0,8.596558746796978,7.326465613840322,1,1
22101,13.737549016494562,2,1.0,1.0,3,7,0,0,1,1,0,0,0,1,8.661985936317778,6.76849321164863,0,1
26464,14.151982794585487,4,2.5,1.0,5,7,0,0,1,1,0,0,0,0,8.760923376338836,7.306531398939505,1,1
3347,13.623138665316818,3,2.5,3.0,3,8,0,0,1,1,0,0,0,0,7.421177528595393,7.3395376954076745,1,1
2554,13.830399170458024,2,1.0,1.0,5,7,0,0,1,1,0,0,0,1,8.760923376338836,6.633318433280377,1,0
4213,13.487006490992238,2,1.0,1.5,3,6,0,0,0,1,0,1,0,0,8.596558746796978,6.877296071497429,0,1
12626,13.80949248563871,4,1.5,1.5,4,7,0,0,1,1,0,1,0,0,8.760923376338836,7.029972911706386,1,0
22874,13.840203170554645,4,1.0,1.5,3,8,0,0,1,1,0,0,0,1,8.760923376338836,6.946975992135418,1,0
19443,14.22097566607244,3,2.0,1.5,5,7,0,0,1,1,0,1,0,0,8.88875674784872,7.222566018822171,0,0
5028,14.430696197054507,4,3.0,2.0,3,8,0,0,1,1,0,1,0,0,8.760923376338836,7.9724660159745655,1,1
1639,13.422467969854667,3,1.0,1.5,2,7,0,0,1,1,0,1,0,0,8.760923376338836,7.122866658599083,0,0
22202,13.458835614025542,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0,8.503094267036737,6.917705609835305,0,1
18184,13.635187003832993,3,3.0,1.5,4,7,0,0,0,1,0,0,0,0,8.760923376338836,7.383989457978509,0,0
28551,13.714460737893532,2,1.0,1.0,4,7,0,0,1,1,0,1,0,0,8.760923376338836,6.697034247666484,0,1
4151,14.204168547756057,3,2.5,2.0,5,8,0,0,1,1,0,1,0,0,8.596558746796978,7.396335293800808,0,1
29604,14.375126345899696,5,3.5,2.0,3,8,0,0,0,1,0,1,0,0,8.596558746796978,7.803843303538772,0,1
27710,13.892471599100402,3,2.0,1.0,4,7,0,0,1,1,0,0,0,0,8.195609567288775,6.866933284461882,1,1
3990,13.927051932697182,2,2.0,1.5,4,7,0,0,1,1,0,1,0,0,8.760923376338836,7.138866999945524,0,1
1347,13.864300722133706,4,3.0,1.5,5,7,0,0,1,1,0,1,0,0,8.941283763647567,7.1929342212158,0,1
18234,13.623138665316818,2,1.0,1.0,3,7,0,0,1,1,0,1,0,0,8.760923376338836,7.02108396428914,0,1
371,12.436636597447867,3,1.0,1.5,3,7,0,0,1,1,0,1,0,0,8.760923376338836,6.937314081223682,0,1
19781,13.732128949025222,4,1.5,1.5,3,7,0,0,1,1,0,0,0,1,8.760923376338836,7.27931883541462,1,1
22384,13.534473028231162,3,1.0,1.5,3,7,0,0,1,1,0,0,0,1,8.760923376338836,7.07326971745971,0,1
13700,13.668169970065565,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,7.134890851565884,6.946975992135418,1,1
25870,13.87377946608825,3,2.0,1.0,4,8,0,0,1,1,0,0,0,1,8.736649954872451,7.01211529430638,1,0
20328,14.328334184392938,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.760923376338836,7.791522819150732,1,1
18657,13.422467969854667,2,1.0,1.0,3,6,0,0,0,1,0,0,0,0,8.88875674784872,7.064759027791802,0,0
26585,13.521139497361697,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,7.072421900537371,7.106606137727303,1,0
20510,13.551545012129809,3,2.5,3.0,3,8,0,0,0,1,0,0,0,0,6.8001700683022,7.07326971745971,0,1
14019,13.737549016494562,3,2.5,3.0,3,8,0,0,1,1,0,0,0,0,7.0825485693553,7.346010209913293,1,1
17091,13.527761816623505,2,2.0,2.0,3,8,0,0,1,1,0,0,0,0,6.78105762593618,6.659293919683638,0,1
14789,13.329377546788654,2,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.754604099487962,6.551080335043404,0,1
16944,13.504900980868788,2,2.0,2.0,3,8,0,0,1,1,0,0,0,0,6.748759547491679,6.659293919683638,0,1
3106,13.350295445450335,2,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.505784060128229,6.551080335043404,1,1
25351,13.343905647351566,2,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.505784060128229,6.551080335043404,1,1
29724,13.350295445450335,2,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.505784060128229,6.551080335043404,1,1
20849,13.350295445450335,2,2.0,2.0,3,7,0,0,1,1,0,1,0,0,6.755768921984255,6.551080335043404,0,1
2188,14.048802440330299,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,7.6638772587034705,1,1
21572,14.099649862217243,7,3.0,2.0,5,7,0,0,1,1,0,0,0,1,8.554874258383926,7.600902459542082,0,1
20304,13.77468856344402,6,3.0,2.0,3,7,0,0,0,1,0,0,0,0,8.503094267036737,8.058327306580958,0,1
11164,13.567049198665774,3,2.5,3.0,3,7,0,0,0,1,0,1,0,0,7.187657164114956,7.4205789054108005,0,1
2663,13.946538820370678,3,3.0,2.0,3,8,0,0,1,1,0,0,0,0,7.823245690685523,7.090076835776092,1,1
1315,13.825460888817442,3,3.5,2.0,3,8,0,0,1,1,0,0,0,0,7.108244139731541,7.07326971745971,1,1
14024,13.795307850646754,3,3.5,2.0,3,8,0,0,1,1,0,0,0,0,7.116394144093465,7.07326971745971,1,1
11465,13.517441392626006,2,1.0,1.0,4,6,0,0,1,1,0,0,0,1,8.760923376338836,6.633318433280377,0,1
25047,13.646263160657591,2,1.5,1.0,2,7,0,0,1,1,0,1,0,0,8.965717788984849,7.038783541388542,1,0
5760,13.825460888817442,5,2.0,2.0,3,8,0,0,1,1,0,0,0,0,8.88875674784872,7.554858521040676,0,1
27169,13.521139497361697,3,2.0,2.0,3,7,0,0,0,1,0,1,0,0,8.88875674784872,7.22983877815125,0,1
11689,13.493926933836812,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0,8.66561319653451,6.779921907472252,0,0
10349,13.732128949025222,3,1.5,1.0,4,7,0,0,1,1,0,0,0,0,8.820404065485645,6.856461984594587,1,1
6473,13.422467969854667,2,1.0,1.0,3,6,0,0,0,1,0,0,0,0,8.447199819595703,6.659293919683638,0,1
9561,13.241034907121827,1,1.0,1.0,4,6,0,0,0,1,0,0,0,0,8.566554620953962,6.733401891837359,0,1
12170,13.468785944878709,4,2.0,1.0,3,6,0,0,1,1,0,1,0,0,8.737933858114136,6.646390514847729,0,0
22276,13.132313708257497,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0,8.592300663903043,6.721425700790643,0,1
1857,14.603967918328545,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.589699882202986,7.855544677915663,1,1
6427,14.396608234715597,5,3.5,2.0,3,8,0,0,1,1,0,1,0,0,8.760923376338836,7.908387159290043,1,1
21576,13.742939865129438,2,1.0,1.0,3,7,0,0,1,1,0,0,0,1,8.760923376338836,7.081708586105575,1,1
19192,13.764217263576723,5,4.0,1.0,3,8,0,0,1,1,0,0,0,1,8.892886141190731,7.24422751560335,0,1
9230,13.81049801614073,3,2.5,1.0,5,7,0,0,1,1,0,0,0,0,8.88875674784872,6.866933284461882,0,1
27504,14.690937627783427,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.894121641382213,8.061486866871327,1,1
28086,14.690979295318174,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.894121641382213,8.061486866871327,1,1
13557,13.975501294273215,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0,8.794824928014517,7.138866999945524,1,1
16483,13.725585850436287,4,2.0,1.0,5,7,0,0,1,1,0,0,0,1,8.589699882202986,6.975413927455952,0,1
26337,13.658856747918897,4,1.5,1.5,4,7,0,0,1,1,0,0,0,1,8.630521876723241,7.265429723253953,0,1
1448,13.480037821676145,4,3.5,2.0,2,8,0,0,1,1,0,0,0,0,8.99205997632796,7.7664168980196555,1,1
19498,13.67969083482174,4,2.0,1.5,3,7,0,0,1,1,0,0,0,1,9.454070556898781,7.52294091807237,0,0
24603,13.681979165339751,3,2.0,1.0,5,6,0,0,0,1,0,1,0,0,8.596558746796978,7.299797366758161,0,1
1946,13.864300722133706,2,2.0,1.0,4,8,0,0,1,1,0,1,0,0,8.794521851788527,7.090076835776092,1,0
8130,13.31504772123383,3,2.0,1.5,3,6,0,0,1,1,0,1,0,0,8.556413904569519,6.993932975223189,0,1
23951,13.514405465180353,3,1.0,1.0,5,7,0,0,0,1,0,0,0,0,8.589699882202986,6.887552571664617,0,0
3417,14.100689500197937,4,1.5,1.0,3,8,0,0,1,1,0,1,0,0,8.725832056527565,7.251344983372214,0,0
20336,14.170383879956379,5,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.927977461002001,7.919356190660617,0,1
19540,13.661776458022231,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0,8.589699882202986,7.05617528410041,0,1
5851,13.81049801614073,4,2.0,1.0,3,7,0,0,1,1,0,0,0,1,8.725832056527565,6.993932975223189,0,1
3498,14.304090572782945,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,8.449984441722787,7.620705086838262,1,1
8003,14.038654109278484,2,2.0,1.0,3,8,0,0,0,1,0,0,0,0,9.095826985187422,7.484368643286131,1,1
10671,13.422467969854667,1,1.0,1.0,1,5,0,0,0,1,0,0,0,0,8.760923376338836,6.253828811575473,0,1
18697,13.422467969854667,4,2.5,1.0,2,7,0,0,1,1,0,0,0,1,8.760923376338836,7.215239978730097,1,0
17324,14.346138809026444,4,3.5,2.0,3,8,0,0,0,1,0,1,0,0,8.760923376338836,8.131530710604252,1,1
11321,13.742939865129438,3,2.0,1.5,3,8,0,0,1,1,0,0,0,1,8.760923376338836,7.313220387090301,0,1
3788,13.997832114758229,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0,9.425290448261865,6.927557906278317,1,1
18107,13.832367675030698,2,1.0,1.0,3,7,0,0,0,1,0,1,0,0,9.161150127785412,7.286191714702382,0,0
27387,13.652932803206916,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0,8.772145439245099,7.455876687491824,0,1
14097,13.631587719803345,3,2.0,1.0,5,7,0,0,0,1,0,0,0,0,9.298351249298896,7.1853870155804165,1,1
15432,13.304476579160546,3,1.0,1.5,3,7,0,0,1,1,0,0,0,1,8.66561319653451,7.106606137727303,1,1
22532,13.527828485512494,3,1.0,1.0,3,7,0,0,1,1,0,0,0,0,9.071078304642676,6.672032945461067,0,1
23967,14.135417777710792,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0,8.984066927653044,7.24422751560335,1,0
5858,13.652991628466498,2,2.0,3.0,3,8,0,0,1,1,0,1,0,0,7.334981878871814,7.237059026124737,1,1
27760,13.017002861746503,1,1.0,1.0,3,6,0,0,0,1,0,0,0,0,8.826294231241318,6.606650186198215,0,0
13604,14.077874822431765,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0,9.23853902633486,6.946975992135418,1,1
25799,13.820498099475314,2,1.0,1.5,4,7,0,0,0,1,0,0,0,1,8.6652683094816,7.299797366758161,0,0
5339,13.753635154246187,4,3.0,1.0,5,7,0,0,1,1,0,0,0,0,9.15957325492253,6.866933284461882,0,1
24942,14.279244574196415,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,8.517393171418904,7.8399193600125825,1,1
9464,13.919870573288517,5,2.0,1.0,3,8,0,0,1,1,0,0,0,0,9.166388484447,7.098375638590786,1,1
1047,13.742939865129438,3,1.5,1.0,3,7,0,0,1,1,0,0,0,0,9.002085433155724,7.177782416195197,1,1
25232,13.710150042306449,4,2.0,1.0,5,6,0,0,1,1,0,0,0,1,8.756210091886738,6.633318433280377,0,1
4050,13.801411633584772,3,2.0,1.0,4,7,0,0,1,1,0,0,0,1,9.137769679141348,6.84587987526405,1,1
26245,14.042646130548022,4,2.5,2.0,3,8,0,0,1,1,0,1,0,0,8.355379895253634,7.757906208351747,1,1
5108,14.328334184392938,6,3.5,2.0,3,9,0,0,1,1,0,1,0,0,8.760923376338836,7.762170607138205,1,1
16919,13.444446876573442,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1,8.675904882571059,6.76849321164863,0,1
3742,13.217673557208654,1,1.0,1.0,3,6,0,0,1,1,0,0,0,1,8.760923376338836,6.672032945461067,0,1
26092,13.906264921232738,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.042056410058754,7.605890001053122,1,1
12791,13.750972036826703,3,3.0,1.0,3,8,0,0,1,1,0,1,0,0,8.823500727991183,7.258412150595307,1,1
3214,13.955272500339433,4,3.5,2.0,5,8,0,0,0,1,0,1,0,0,8.760923376338836,7.855544677915663,0,1
26250,13.623138665316818,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1,8.7787879291047,6.824373670043086,0,1
8928,13.726679344257658,3,2.0,1.0,5,7,0,0,1,1,0,0,0,1,8.778941881841513,6.84587987526405,1,1
5232,13.892471599100402,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.760923376338836,7.22983877815125,0,1
29470,13.841879812984342,3,2.0,2.0,3,8,0,0,0,1,0,1,0,0,8.760923376338836,7.549609165154532,1,1
22675,13.560618308335483,2,1.0,1.0,5,7,0,0,0,1,0,1,0,0,8.596558746796978,6.802394763324311,0,0
22796,13.664687668229691,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0,8.95712413640568,6.856461984594587,1,0
4597,14.006130917572923,2,1.0,1.0,3,7,0,0,1,1,0,0,0,0,8.95712413640568,6.856461984594587,1,0
8866,13.648570103208622,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0,9.4539138048019,7.237059026124737,1,1
238,13.790192749979985,5,1.0,1.5,3,7,0,0,0,1,0,0,0,0,8.886409166849282,7.333023014386481,0,0
5635,13.347105650082236,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0,8.760923376338836,6.536691597591305,1,1
8755,13.489780417874963,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0,8.760923376338836,6.709304340258298,1,1
8820,13.681979165339751,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,8.760923376338836,7.114769448366463,1,1
13908,14.01436141670944,4,2.0,1.0,5,8,0,0,1,1,0,0,0,1,9.282940064390527,7.090076835776092,1,1
128,13.818506066944073,4,2.0,1.0,3,7,0,0,1,1,0,0,0,1,8.760923376338836,6.756932389247553,1,1
6441,13.721199878493033,4,3.0,1.0,4,7,0,0,1,1,0,0,0,0,8.589699882202986,7.215239978730097,1,1
28413,13.863347887378435,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0,9.054271186326293,7.122866658599083,1,1
967,13.458835614025542,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0,8.491875383431948,6.646390514847729,1,1
3732,13.683121369918528,2,1.0,1.0,3,8,0,0,1,1,0,1,0,0,8.856945756159021,6.76849321164863,1,0
7551,13.920771068621766,4,2.5,2.0,4,10,0,1,0,1,0,1,0,0,10.028400664234924,7.904703913873747,1,1
22119,13.916486475304277,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0,9.118225083068378,7.727535110475448,1,1
12375,13.42984807715229,3,2.0,1.5,5,6,0,0,0,0,0,1,0,0,9.169518377455928,7.444248649496705,1,1
599,13.217673557208654,3,1.0,1.0,5,6,0,0,0,0,0,1,0,0,9.612332790605375,6.917705609835305,1,0
20353,13.621925808891609,4,2.0,1.5,5,6,0,0,0,0,0,1,0,0,9.224539091375995,7.461640392208575,1,0
14208,13.422467969854667,3,1.5,1.0,4,6,0,0,0,0,0,1,0,0,9.223454011121566,7.306531398939505,1,1
2583,13.972514306773938,3,2.5,2.0,4,8,0,0,0,1,0,1,0,0,9.020994200245264,7.605890001053122,1,1
12510,13.592367006650065,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.06009870864564,7.668561108015897,1,0
13037,13.652991628466498,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.066931788680826,7.687080155783135,1,1
19848,13.270783382522602,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.315600882633676,7.414572881350589,1,0
1684,13.458835614025542,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.153875834995056,7.539027055823995,1,1
11928,13.53843866462451,5,3.5,2.0,3,8,0,0,1,1,0,1,0,0,9.083529205109796,7.461640392208575,1,0
23082,13.737549016494562,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.216223035134337,7.940939762327791,1,1
15381,14.038654109278484,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,10.14033675090645,7.904703913873747,1,0
11106,13.331002242515657,2,1.5,2.0,3,7,0,0,0,1,0,0,0,0,7.333023014386481,7.060476365999801,0,0
20980,13.226723392728571,2,1.5,2.0,3,7,0,0,0,1,0,0,0,0,7.215239978730097,6.992096427415888,0,0
11412,13.370784735902808,2,1.5,2.0,3,7,0,0,0,1,0,0,0,0,7.255591274253665,7.001245622069476,0,1
21235,12.706847933442663,2,1.5,2.0,3,7,0,0,0,1,0,0,0,0,7.333023014386481,7.001245622069476,0,0
20040,13.353475098367715,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0,8.435332164935916,7.432483807917119,1,1
29046,13.560618308335483,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0,8.557374981049069,7.512071245835466,1,1
22185,13.534473028231162,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.46884293047519,7.512071245835466,1,1
12782,13.458835614025542,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.660254034256889,7.512071245835466,1,1
15002,13.36138027787483,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.319229938632326,7.432483807917119,1,1
3016,13.573438996764546,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.518592212329946,7.396335293800808,1,1
20070,13.345506928718539,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.45531778769815,7.396335293800808,1,1
2515,13.458835614025542,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.452121194672523,7.512071245835466,1,1
1960,13.36138027787483,3,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.411832675758411,7.432483807917119,1,1
27854,13.594863886848652,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.62515033292133,7.600902459542082,1,1
12017,13.353475098367715,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.938925271988273,7.795646536334594,1,1
25261,14.058456736574664,5,3.0,2.0,4,8,0,0,0,1,0,1,0,0,9.352447388601012,8.191463051326927,1,1
8634,13.920771068621766,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,9.410747396316522,8.226840890408578,1,1
1836,14.0225247273486,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.905037290767,8.191463051326927,1,1
20726,13.805460222110773,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,9.052282067317908,8.191463051326927,1,1
29730,13.493926933836812,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.410943391573527,7.691656822810547,1,1
27782,13.718448845121143,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.886409166849282,7.691656822810547,1,1
8156,13.415032991367148,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.509161019718974,7.478734825567875,1,1
19735,13.500799813124575,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.31752199628717,7.77485576666552,1,1
25962,13.458835614025542,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.338305731356565,7.7706452341291765,1,1
11317,11.585087974509596,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.3774712482411,7.7706452341291765,1,1
15259,13.500799813124575,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.383661798791715,7.7706452341291765,1,1
