,price_log,sqft_lot,sqft_above,sqft_garage,sqft_patio,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil
8461,14.316285845876763,5500,1150,510,100,2,2.0,1.0,4,8,0,0,1,1,0,1,0,0
2816,14.508657738524219,17706,4290,0,450,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0
26920,13.222208712374044,7980,800,0,0,2,1.0,1.0,3,5,0,0,0,1,0,0,0,0
26002,14.457364444136669,3127,2290,420,80,3,2.5,2.0,3,9,0,0,0,1,0,0,1,0
8223,14.73180128983843,5147,2510,440,310,3,3.5,2.0,3,9,0,1,1,1,0,0,1,0
23319,13.422467969854667,4790,2180,460,60,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0
26580,14.01436141670944,8338,1390,520,130,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
20327,14.204168547756057,8723,1150,0,400,5,4.5,1.0,4,8,0,0,1,1,0,1,0,0
24069,13.919870573288517,8400,1430,520,140,5,2.5,1.0,3,7,0,0,1,1,0,1,0,0
26621,14.367094174202432,9450,1430,590,180,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
15473,14.05058347065728,11160,1120,400,320,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
16916,13.912637268694997,8425,1440,480,180,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
10071,13.917796351505023,8050,1620,480,440,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
18214,14.068601185646436,7350,1190,480,380,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
7653,14.077874822431765,9460,1190,440,100,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
6014,13.122363377404328,19896,1270,290,190,1,1.0,1.5,4,6,0,0,1,0,0,1,0,0
6426,13.710150042306449,81457,2330,670,340,2,3.0,2.0,3,9,0,0,1,0,0,1,0,0
8431,13.82645049800261,5880,1180,0,230,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
22693,14.077874822431765,5880,350,0,0,1,1.0,1.0,3,4,0,0,0,1,0,0,0,0
5676,13.721199878493033,3012,1460,0,390,3,1.5,2.0,4,7,0,0,1,1,0,1,0,0
3629,13.132313708257497,9600,1380,450,0,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
22397,14.010254634756786,28500,2620,530,420,4,2.5,2.0,3,8,0,0,0,0,0,0,0,0
16172,13.38472764187182,1058,1100,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
24798,13.38472764187182,824,1120,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
11908,13.38472764187182,824,1100,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
24649,13.39239051461739,824,1120,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
13513,13.38472764187182,824,1100,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
28053,13.384650715836164,824,1120,0,420,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
20760,13.422467969854667,1507,1400,0,240,3,2.0,3.0,3,9,0,0,0,1,0,0,0,0
12317,13.23560277301084,1352,1000,250,290,2,2.0,3.0,3,8,0,0,1,1,0,0,0,0
13392,13.199231821660906,650,1000,250,290,2,2.0,3.0,3,8,0,0,1,1,0,0,0,0
24707,13.199231821660906,650,1000,250,290,2,2.0,3.0,3,8,0,0,1,1,0,0,0,0
3070,13.36287522287963,435,1000,0,290,3,3.0,3.0,3,8,0,0,1,1,0,0,0,0
26575,13.279367126213993,800,1000,0,290,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
2225,13.190022025878143,614,1000,0,290,2,2.0,3.0,3,8,0,0,0,1,0,0,0,0
28339,13.407542319637992,2250,840,220,0,3,2.5,1.0,4,7,0,0,1,1,0,0,0,0
7289,13.565766324852886,5000,1420,440,380,3,2.5,3.0,3,8,0,0,1,1,0,0,0,0
21997,13.955272500339433,4551,2720,450,50,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0
1811,14.006130917572923,5002,2400,460,0,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0
24783,13.985253332551368,4511,1920,440,30,3,3.0,2.0,3,7,0,0,1,1,0,1,0,0
7390,13.815510557964274,7123,1300,620,0,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0
11917,13.976778705560397,7544,1290,400,80,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
24443,13.87377946608825,8292,1210,440,350,4,3.0,1.0,5,8,0,0,1,1,0,1,0,0
19971,14.010254634756786,8834,1100,420,80,4,2.5,1.0,4,8,0,0,1,1,0,0,0,0
17438,13.77572968795243,8233,1230,400,80,3,2.5,1.0,3,8,0,0,1,1,0,0,0,0
26701,14.151982794585487,8400,1270,560,390,4,3.0,1.0,4,8,0,1,1,1,0,1,0,0
12411,13.815510557964274,7641,1510,560,230,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
3121,13.997832114758229,8160,2190,510,210,3,2.5,2.0,4,8,0,1,0,1,0,1,0,0
16842,13.937728190688523,9833,1960,440,1380,5,3.0,1.0,4,8,0,0,1,1,0,1,0,0
13728,13.353475098367715,9900,1470,480,480,4,3.0,1.0,5,8,0,1,1,1,0,1,0,0
1590,13.772603056952997,8772,1390,650,440,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
28934,14.023267540825241,9375,1440,460,260,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
24972,13.764217263576723,8126,1400,500,260,6,3.0,1.0,4,8,0,0,1,1,0,1,0,0
27345,15.110237725558674,19260,3530,690,570,4,3.0,2.0,3,11,0,0,1,0,0,1,0,0
147,14.946912669455374,22750,4540,770,380,4,2.5,2.0,3,11,0,0,0,0,0,1,0,0
11452,14.22097566607244,11420,1090,520,170,3,2.0,1.0,4,8,0,0,1,0,0,0,0,0
21908,14.380824367014334,9709,1650,470,710,5,3.0,1.0,5,8,0,0,1,0,0,0,0,0
29805,14.375126345899696,11850,2160,410,360,5,3.5,2.0,3,8,0,0,1,1,0,1,0,0
29395,14.389310980891652,11385,2160,410,360,5,3.5,2.0,3,8,0,0,1,1,0,1,0,0
741,14.133964289082808,12500,2120,480,250,4,3.5,2.0,5,9,0,0,1,0,0,0,0,0
1353,14.419826524817603,22766,1100,520,250,1,2.0,2.0,3,8,0,0,1,1,0,1,0,0
14107,13.864300722133706,5000,1170,570,190,3,3.0,1.0,4,7,0,0,1,0,0,1,0,0
1318,14.297936707208567,5000,2600,380,340,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0
7708,13.681979165339751,8500,940,570,220,2,1.0,1.0,4,7,0,0,0,0,0,0,0,0
23917,13.573438996764546,7500,1460,0,170,3,2.0,1.0,5,7,0,0,0,0,0,0,0,0
26831,12.918105366323815,7500,1220,0,0,3,1.0,1.0,3,7,0,0,0,0,0,0,0,0
2291,13.504900980868788,7500,1010,340,0,3,1.0,1.0,5,7,0,0,0,0,0,1,0,0
383,13.527828485512494,10000,1820,480,0,5,2.0,1.0,3,7,0,0,0,1,0,0,0,0
28584,13.845069360205818,21750,1340,550,220,4,3.0,1.0,3,7,0,0,1,0,0,0,0,0
28426,13.681979165339751,12496,1010,340,240,3,1.0,1.0,4,7,0,0,0,0,0,0,0,0
1563,14.316285845876763,5000,2420,410,110,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
355,14.626440774180603,10000,2380,510,430,4,4.5,2.0,3,9,0,0,1,0,0,1,0,0
29987,13.560618308335483,10000,1010,480,250,3,2.0,1.0,4,7,0,0,1,0,0,0,0,0
18199,13.541073712262515,7500,1230,420,240,3,1.0,1.0,3,7,0,0,1,0,0,0,0,0
19475,13.457406021215947,7500,1120,330,140,3,1.5,1.0,4,7,0,0,1,0,0,0,0,0
27876,13.38472764187182,11368,1080,500,100,3,2.0,1.0,3,7,0,0,1,0,0,0,0,0
28694,13.737549016494562,7500,960,0,60,3,1.0,1.0,3,7,0,0,0,0,0,0,0,0
26664,13.547631112808673,11900,970,0,0,1,1.0,1.0,4,7,0,0,0,1,0,1,0,0
4149,14.187074114396758,9697,2270,770,140,6,3.0,1.0,4,9,0,0,1,1,0,1,0,0
19632,14.419826524817603,10132,1870,740,810,5,3.5,1.0,4,9,0,0,1,1,0,1,0,0
29246,13.815510557964274,10333,1480,670,150,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
28749,13.785051350479566,7359,1200,530,180,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0
16628,14.240778293368619,8276,1240,510,110,5,3.0,1.0,3,8,0,0,1,1,0,0,0,0
2709,13.816510058297357,6926,1240,600,140,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0
21014,13.9108207377686,8977,1030,440,60,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
21847,13.764217263576723,6681,1100,490,130,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
17147,13.997832114758229,6877,1030,440,60,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
9068,13.122363377404328,19550,2330,440,140,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0
11719,13.652991628466498,13709,1010,510,610,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
23938,13.592304504696857,13794,1480,510,910,3,2.0,1.5,3,8,0,0,0,1,0,1,0,0
23895,13.681979165339751,20385,1330,0,420,3,1.5,2.0,4,8,0,0,0,1,0,1,0,0
22895,14.0225247273486,9768,1420,460,200,3,3.0,1.0,3,8,0,0,1,1,0,1,0,0
7314,14.292986202048711,9154,1540,520,240,3,2.0,1.0,5,8,0,0,0,1,0,1,0,0
4343,13.88568939258552,11412,1280,460,240,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0
25198,14.22097566607244,12464,2080,480,30,4,3.5,1.0,4,7,0,0,0,1,0,1,0,0
5624,14.197406755226044,7931,2910,480,120,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
5013,14.054527458434775,95832,2400,650,270,3,2.5,2.0,3,9,0,1,0,1,0,1,0,0
23984,13.681979165339751,40800,400,0,0,1,1.0,1.0,1,4,0,0,0,1,0,1,0,0
28823,13.592367006650065,10800,1390,0,240,3,1.0,1.0,3,7,0,0,0,0,0,0,0,1
1935,14.22097566607244,9810,2810,680,660,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
18590,13.815510557964274,54247,1740,1140,540,3,2.0,1.0,4,7,0,0,0,0,0,1,0,0
15122,14.348488986371398,5032,2650,440,180,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
11324,12.929991484756872,11925,1310,480,80,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
21034,13.959610901938031,9509,2640,0,470,3,2.0,1.0,4,8,0,0,0,0,0,1,0,0
19457,13.957877799251197,12184,1550,530,440,4,2.5,1.0,3,8,0,0,1,1,0,1,0,0
8390,14.237504968023648,11822,2210,590,170,3,2.0,2.0,3,8,0,0,0,1,0,0,0,0
5775,14.253765488895429,13315,1700,440,170,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
10495,13.87377946608825,10447,2280,510,120,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
6857,13.87377946608825,22264,2270,480,50,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
27670,14.038654109278484,7602,2250,460,0,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
19913,13.7557605535585,9492,1340,510,80,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
24102,13.458835614025542,8431,1260,430,320,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
14476,14.085537695177335,9355,1340,430,150,3,2.0,1.0,3,8,0,0,1,1,0,1,0,0
21545,13.38472764187182,13235,1270,0,50,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0
4098,13.287877815881902,9960,1040,220,140,6,1.5,1.0,4,7,0,0,1,1,0,1,0,0
5679,13.681979165339751,10075,1190,480,0,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
8316,13.955272500339433,8950,1830,0,0,3,1.5,2.0,3,7,0,0,0,1,0,1,0,0
13274,13.652991628466498,11940,1450,500,0,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
5045,14.204168547756057,10160,1600,500,0,4,3.0,1.0,3,8,0,0,1,1,0,1,0,0
26277,13.617059619240436,10140,1430,0,290,5,2.0,1.0,3,7,0,0,1,1,0,1,0,0
21413,13.753635154246187,9600,1080,220,140,5,2.0,1.0,5,7,0,0,1,1,0,1,0,0
8241,13.045549285470637,13450,1500,460,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
24038,13.764217263576723,8800,1160,250,140,4,2.5,1.0,4,7,0,0,1,1,0,1,0,0
69,13.67739725583464,8640,1210,420,0,3,2.0,1.5,4,7,0,0,0,1,0,0,0,0
27032,13.493926933836812,8370,1310,420,0,3,1.0,1.5,3,7,0,0,0,1,0,0,0,0
19456,13.437174117244362,7440,1310,420,0,3,1.0,1.5,4,7,0,0,0,1,0,0,0,0
22655,13.909729233203256,7789,1770,420,200,3,1.5,2.0,4,7,0,0,0,1,0,1,0,0
22651,13.480037821676145,8540,1280,420,60,4,1.0,1.5,3,7,0,0,0,1,0,0,0,0
29789,13.764217263576723,7210,2820,0,350,5,4.0,2.0,3,7,0,0,0,1,0,1,0,0
12781,13.864300722133706,7210,2640,0,0,4,3.0,2.0,3,7,0,0,0,1,0,1,0,0
21533,13.737549016494562,7440,2300,0,140,6,2.0,1.5,3,7,0,0,0,1,0,0,0,0
24968,13.604789526648622,6050,970,0,80,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0
22269,14.01436141670944,9297,2530,530,370,3,2.5,2.0,4,8,0,0,0,1,0,1,0,0
30100,14.766395934602928,5719,3580,460,220,5,4.5,2.0,3,9,0,0,0,1,0,1,0,0
20422,14.73180128983843,6900,2690,440,310,5,4.5,2.0,3,9,0,0,1,1,0,1,0,0
13088,13.726679344257658,8638,2110,440,0,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
28467,13.635187003832993,30430,1360,480,0,3,2.5,1.0,3,8,0,0,1,0,0,1,0,0
463,13.635187003832993,7770,1080,440,0,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
8512,12.652359748158593,2162,1315,520,155,2,2.0,2.0,3,8,0,0,0,1,0,1,0,0
8237,13.422467969854667,2380,1800,0,160,3,2.5,2.0,4,8,0,1,0,1,0,1,0,0
24500,13.710150042306449,2380,1870,480,340,2,2.0,2.0,3,8,0,0,0,1,0,1,0,0
30074,13.592367006650065,2240,1800,0,160,3,2.5,2.0,4,8,0,0,0,1,0,1,0,0
14601,13.592367006650065,2240,1800,0,160,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
13536,13.322852238153732,10700,1640,600,240,3,2.5,1.0,3,8,0,0,1,1,0,1,0,0
9650,13.997832114758229,10516,1430,500,0,3,2.0,1.0,3,8,0,0,1,1,0,0,0,1
27369,13.864300722133706,27564,1650,440,230,5,3.0,1.0,3,7,0,0,1,1,0,1,0,0
13607,12.744026936684417,10450,1690,420,190,5,3.0,1.0,3,7,0,0,1,1,0,0,0,0
16495,14.077874822431765,17000,2400,0,330,6,3.5,1.0,3,9,0,0,1,1,0,1,0,0
15922,13.815510557964274,13102,1590,420,200,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1
27959,13.790192749979985,11756,1500,420,460,3,2.0,1.0,3,7,0,0,1,1,0,0,0,1
28034,14.316285845876763,13200,1910,750,640,4,4.0,1.0,4,8,0,0,1,1,0,0,0,0
10507,14.28551418721001,12000,2390,610,130,3,2.5,1.0,5,9,0,0,0,1,0,0,0,0
23194,14.470436525704022,9880,2700,870,1360,4,3.0,1.5,3,8,0,0,1,1,0,1,0,0
10204,12.959844447906553,8505,950,320,0,3,1.0,1.0,3,7,0,0,0,1,0,1,0,0
10643,13.09704556942004,9450,1190,460,480,3,1.0,1.0,5,7,0,0,0,1,0,1,0,0
24468,13.092248440548593,8505,1250,300,390,3,1.0,1.0,5,7,0,0,0,1,0,1,0,0
11846,14.049791853688939,9800,1350,440,50,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
27709,13.737549016494562,7350,1300,380,60,3,1.5,1.0,4,7,0,0,0,1,0,0,0,0
27707,13.58609739363647,8083,1460,0,290,3,1.0,1.0,3,7,0,0,0,1,0,0,0,0
14485,13.681979165339751,7801,1180,460,460,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0
23120,13.670484785914017,7953,1910,460,335,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
24136,13.8878312195439,8992,1360,400,0,3,1.0,1.0,4,7,0,0,0,1,0,0,0,0
11199,14.748039139485478,7055,3320,520,400,4,4.0,2.0,3,9,0,0,0,1,0,1,0,0
7268,13.748301808270824,7384,1870,400,0,4,2.0,1.0,4,7,0,0,0,1,0,0,0,0
14277,15.163583706263967,32411,7590,1020,140,5,6.5,2.0,3,12,0,0,1,1,0,1,0,0
10952,14.845129975145433,24139,2310,720,450,4,3.0,1.0,3,11,0,0,1,1,0,0,0,0
27794,14.115615150414612,30000,2040,540,0,3,2.0,1.0,4,8,0,0,0,1,0,0,0,1
22730,14.217636764806924,16800,2220,450,660,3,3.0,1.5,3,9,0,0,1,1,0,0,0,0
2142,14.648419680899378,23942,1600,440,380,4,2.5,1.0,4,8,0,0,1,1,0,0,0,1
15467,14.656581931092589,15917,2200,690,40,4,2.5,1.0,5,9,0,0,1,1,0,1,0,0
14422,14.436087045689384,34561,2200,0,260,5,2.0,1.0,3,9,0,0,1,1,0,0,0,1
18446,14.77102200299171,26308,4820,770,600,4,3.0,2.0,5,10,0,0,0,1,0,0,0,0
15481,14.363631966473962,19516,1890,620,230,4,3.0,1.0,5,9,0,0,1,1,0,1,0,0
26135,14.862829552244833,21950,3710,550,270,5,5.0,1.0,3,10,0,0,1,1,0,1,0,0
20991,14.808762330974558,20000,2130,580,570,6,3.0,1.0,5,8,0,0,1,1,0,1,0,0
7677,14.994165554305921,21000,2660,500,1138,5,4.5,2.0,5,11,0,0,1,1,0,1,0,0
25019,14.227620208791107,20514,1720,830,550,3,2.5,1.0,3,9,0,0,1,1,0,0,0,0
18436,14.417090544998729,23900,2100,0,520,5,3.0,1.0,4,9,0,0,1,1,0,1,0,0
13188,14.69720984506881,20553,3100,0,310,3,2.5,1.0,5,10,0,0,0,1,0,1,0,0
20794,14.77102200299171,20309,1610,530,710,5,4.0,1.0,3,10,0,0,1,1,0,1,0,0
9954,14.074021253115776,22836,1610,800,0,4,2.0,1.0,4,8,0,0,1,1,0,0,0,1
4721,14.594835434765272,34100,1890,610,310,3,3.0,2.0,4,9,0,0,1,1,0,1,0,0
25185,14.648419680899378,39750,1880,240,920,3,3.0,1.0,4,10,0,0,1,1,0,0,0,1
26124,14.155725780864321,20040,1650,480,550,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
15877,13.864300722133706,3000,1850,0,370,6,3.0,2.0,4,7,0,0,0,1,0,0,0,0
16972,13.623138665316818,3900,1670,0,380,3,2.0,2.0,3,7,0,0,1,1,0,1,0,0
27173,13.707925347284336,3900,1180,0,80,5,2.0,1.5,4,6,0,0,1,1,0,1,0,0
11063,13.612985477525935,1482,1120,280,110,3,3.5,2.0,3,8,0,0,1,1,0,0,0,0
16432,12.89921982609012,9300,1140,460,100,3,1.0,1.0,4,7,0,0,1,0,0,1,0,0
253,14.375126345899696,4479,1810,180,40,2,1.5,1.5,4,8,0,0,1,1,0,1,0,0
21653,13.58609739363647,4500,1880,0,0,3,1.5,1.5,2,7,0,0,1,1,0,0,0,0
9802,14.264673521338159,4643,1340,0,80,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0
13316,14.340239086899256,4643,2120,0,80,4,3.5,1.5,4,8,0,0,1,1,0,1,0,0
29312,14.058456736574664,5700,2210,450,800,3,2.5,1.5,3,9,0,0,1,1,0,1,0,0
15562,14.0623706358958,6350,2260,0,0,4,2.0,1.5,3,8,0,0,1,1,0,0,0,1
16352,14.626440774180603,6350,2200,270,50,2,2.5,2.0,4,9,0,0,1,1,0,1,0,0
17183,14.48333993053993,3000,1800,0,0,3,2.0,1.5,5,8,0,0,1,1,0,1,0,0
29529,13.993656743347747,5268,1740,200,120,3,2.5,2.0,4,9,0,0,1,1,0,1,0,0
4727,14.148404973237604,6172,1630,0,760,3,3.5,2.0,5,8,0,0,1,1,0,1,0,0
5497,14.09692301740246,2850,1040,420,0,2,1.0,1.0,4,7,0,0,1,1,0,1,0,0
17085,14.403297222866392,3640,2060,0,690,4,2.0,2.0,3,8,0,0,1,1,0,1,0,0
29026,13.507625778194974,7500,1900,300,470,3,3.0,1.0,3,8,0,0,1,1,0,1,0,0
27074,11.329723520748967,6952,1320,640,120,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
7547,13.58609739363647,13050,1730,0,260,3,3.0,1.5,4,7,0,0,1,1,0,0,0,0
8812,13.460548432029217,14950,1750,540,440,3,3.0,1.0,3,7,0,0,1,1,0,0,0,1
13005,13.458835614025542,9000,1410,650,280,4,1.5,1.0,3,7,0,0,1,1,0,1,0,0
13059,11.659714830974059,7273,1180,0,240,4,1.0,1.0,4,7,0,0,1,1,0,1,0,0
12072,12.71589776896258,10800,1170,0,300,2,1.0,1.0,3,6,0,0,0,1,0,1,0,0
24668,13.06685066747407,8800,1220,0,250,3,1.5,1.0,5,7,0,0,0,1,0,1,0,0
4002,13.337474757021274,25250,1840,780,480,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
2465,13.345506928718539,7200,1160,400,160,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0
26346,13.091904169919621,6000,1030,460,340,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
24404,11.225243392518447,5850,1925,420,104,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
3684,13.329377546788654,6000,1780,480,470,4,3.0,2.0,3,7,0,0,0,1,0,1,0,0
13233,13.62918097977278,7200,3003,700,0,4,3.0,2.0,3,7,0,0,0,1,0,1,0,0
28397,11.813030057420567,6000,770,0,170,2,1.0,1.0,2,3,0,0,0,1,0,0,0,1
21217,14.690979295318174,10173,1660,530,110,4,4.5,1.5,3,10,0,0,1,1,0,1,0,0
14858,14.375126345899696,7759,2580,460,760,5,5.5,2.0,3,10,0,0,1,1,0,1,0,0
28821,14.845129975145433,55004,4400,860,770,4,5.5,2.0,3,10,0,0,1,0,0,1,0,0
21729,13.304684934198283,5778,1920,490,104,4,4.0,1.0,3,7,0,0,1,1,0,1,0,0
11881,14.798337813638673,7067,3450,440,380,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
18415,14.819812167161142,6650,3710,500,300,5,4.5,2.0,3,10,0,0,0,1,0,1,0,0
11628,14.73180128983843,32153,2800,940,970,4,3.5,1.0,4,11,0,0,1,1,0,1,0,0
19231,13.997832114758229,10398,2880,510,620,5,4.0,1.0,3,9,0,0,0,1,0,0,0,0
7365,14.026581528044215,13775,1820,260,160,4,2.0,1.0,3,8,0,0,1,1,0,0,0,1
5601,14.09692301740246,11393,2260,0,320,3,2.0,1.0,4,8,0,0,0,1,0,0,0,1
5707,14.077874822431765,7850,2500,670,110,4,3.5,1.0,3,9,0,0,1,1,0,1,0,0
9504,13.764217263576723,330003,2070,600,0,3,3.0,1.0,4,7,0,0,0,0,0,0,0,1
13623,12.821258284620408,19500,1340,0,190,2,1.5,1.0,2,6,0,0,0,0,0,0,0,1
16466,13.233009897491392,31798,2770,440,160,4,2.5,2.0,2,7,0,0,0,0,0,0,0,0
12774,13.573438996764546,54885,2460,510,610,3,2.0,1.0,4,8,0,0,0,0,0,0,0,0
11579,13.42984807715229,69696,1200,480,0,3,2.0,1.0,5,8,0,0,1,0,0,0,0,0
11238,12.948009990259552,44866,1070,0,740,3,2.0,1.5,5,7,0,0,1,0,0,0,0,0
27319,12.691580461311874,7031,770,0,40,3,1.0,1.0,3,5,0,0,0,0,0,0,0,1
8630,14.124831805519536,33106,3600,1120,120,4,2.5,2.0,3,9,0,0,0,0,0,1,0,0
1297,14.253765488895429,87556,3410,1080,370,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0
28366,14.363631966473962,58806,3410,1260,300,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0
15758,14.054527458434775,51401,3410,1080,410,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0
17034,14.22097566607244,43996,3410,1080,300,4,2.5,2.0,3,9,0,0,0,0,0,1,0,0
22879,14.304090572782945,32670,4500,1170,310,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0
24467,14.808762330974558,14280,3700,0,0,5,4.0,2.0,4,8,0,0,1,1,0,1,0,0
12538,15.068273526459642,14280,4220,660,450,5,4.5,2.0,3,10,0,0,0,1,0,0,1,0
3892,13.604789526648622,402424,590,0,210,1,1.0,1.5,3,5,0,0,0,0,0,0,0,0
12512,13.910866191281027,219323,1565,270,352,1,1.5,2.0,5,8,0,0,0,0,0,0,0,0
11637,13.664687668229691,162415,2240,480,980,4,2.5,1.0,3,8,0,0,0,0,0,0,0,0
17282,13.997832114758229,60548,3360,670,350,5,2.5,2.0,4,9,0,0,0,0,0,1,0,0
20448,13.693342923990066,305355,2240,720,1000,3,2.0,2.0,3,8,0,0,0,0,0,1,0,0
23701,14.950133284155417,17329,3110,990,680,4,3.5,2.0,3,11,0,0,1,1,0,1,0,0
21297,14.61796047341467,11100,1720,0,550,4,3.0,1.0,4,9,0,0,1,1,0,1,0,0
15610,14.71159858252091,11500,1250,0,930,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0
6540,14.790070197962406,15370,1190,0,310,1,1.5,2.0,3,9,0,0,0,1,0,1,0,0
18579,13.239257128875828,4960,880,0,160,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
25873,13.17115354157376,9029,1400,0,400,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
11498,13.38472764187182,6840,1210,0,0,3,1.0,1.0,3,7,0,0,1,1,0,0,0,1
17782,14.026581528044215,217800,1715,845,280,3,2.5,1.0,3,9,0,0,1,0,0,1,0,0
23611,14.074021253115776,218235,2690,0,0,3,3.5,2.0,3,9,0,0,1,0,0,1,0,0
28991,14.375126345899696,217800,2970,0,210,3,3.5,2.0,3,10,0,0,0,0,0,0,0,0
7672,13.805460222110773,44644,2220,960,480,4,2.5,2.0,3,9,0,0,0,0,0,1,0,0
29636,14.880221294956703,11100,950,360,410,3,2.0,1.0,4,7,0,0,0,1,0,0,0,1
23436,15.444751097694555,21340,3810,635,920,5,4.0,1.0,4,10,0,0,1,1,0,1,0,0
23527,13.93525788535806,33073,1830,0,450,3,2.0,1.0,5,7,1,0,0,1,0,1,0,0
5219,15.943742263813542,17800,4660,1790,0,5,8.0,1.0,3,13,1,0,1,1,0,1,0,0
24303,14.817978986079481,26136,2010,580,940,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0
8357,14.301018373745976,11110,1340,0,290,2,2.0,1.0,4,8,0,0,0,1,0,0,0,0
9436,14.690979295318174,12870,2790,620,0,4,2.5,2.0,3,10,0,0,0,1,0,1,0,0
17777,14.603967918328545,15760,2000,700,740,4,2.5,1.0,5,10,0,0,1,1,0,1,0,0
24784,14.53335035111459,8550,1380,0,0,3,1.5,1.0,3,7,0,0,0,1,0,0,0,1
23322,13.574075736677813,7491,1160,0,1460,3,1.0,1.0,4,6,0,0,0,1,0,1,0,0
23665,13.728317346261896,10316,1620,0,590,3,1.5,1.0,3,7,0,0,0,1,0,0,0,0
7530,13.9108207377686,6840,2410,660,580,4,3.0,2.0,5,8,0,0,1,1,0,1,0,0
22613,13.38472764187182,11266,690,0,210,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
5286,13.910729824545209,5000,1860,0,0,5,1.0,1.5,1,7,0,0,1,1,0,1,0,0
